"주차장코드","주차장명","주소","주차장 종류","주차장 종류명","운영구분","운영구분명","전화번호","총 주자면","유무료구분","유무료구분명","야간무료개방여부","야간무료개방여부명","평일 운영 시작시각(HHMM)","평일 운영 종료시각(HHMM)","주말 운영 시작시각(HHMM)","주말 운영 종료시각(HHMM)","공휴일 운영 시작시각(HHMM)","공휴일 운영 종료시각(HHMM)","최종데이터 동기화 시간","토요일 유,무료 구분","토요일 유,무료 구분명","공휴일 유,무료 구분","공휴일 유,무료 구분명","월 정기권 금액","노상 주차장 관리그룹번호","기본 주차 요금","기본 주차 시간(분 단위)","추가 단위 요금","추가 단위 시간(분 단위)","버스 기본 주차 요금","버스 기본 주차 시간(분 단위)","버스 추가 단위 시간(분 단위)","버스 추가 단위 요금","일 최대 요금"
"1236612","남대문 화물 공영주차장(시)","중구 남대문로4가 24-1","NS","노상 주차장","1","시간제 주차장","","1","Y","유료","N","야간 미개방","0900","1900","0900","1900","0900","1900","2022-07-25 09:27:13","N","무료","N","무료","","1114011700001","400","5","400","5","0","0","0","0",""
"1236949","한진면세점 앞(구)","중구 남대문로5가 533-0","NS","노상 주차장","1","시간제 주차장","02-2280-8360","1","Y","유료","N","야간 미개방","0900","2000","0900","1600","0000","0000","2023-02-16 17:51:38","N","무료","Y","유료","180000","1114011800007","250","5","250","5","0","0","0","0",""
"1237608","해운센터 앞(구)","중구 소공동 59-0","NS","노상 주차장","1","시간제 주차장","02-2280-8360","1","Y","유료","N","야간 미개방","0900","2000","0900","1600","0000","0000","2023-02-16 17:47:36","N","무료","Y","유료","250000","1114011100008","600","5","600","5","0","0","0","0",""
"1247636","신설동 공영주차장(시)","동대문구 신설동 114-29","NW","노외 주차장","1","시간제 주차장","02-2232-6096","79","Y","유료","N","야간 미개방","0900","1900","0900","1900","0900","1900","2021-10-06 16:41:26","N","무료","N","무료","","","260","5","260","5","0","0","0","0",""
"1247641","천호2동노외주차장(구)","강동구 천호동 457-7","NW","노외 주차장","1","시간제 주차장","02-478-6147","13","Y","유료","N","야간 미개방","0900","2000","0900","2000","0900","2000","2019-06-10 09:37:47","N","무료","N","무료","0","","250","5","250","5","0","0","0","0","0"
"1247659","구의3동 공영주차장(구)","광진구 구의동 219-15","NW","노외 주차장","1","시간제 주차장","02-2049-4596","159","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","2021-09-13 17:12:24","N","무료","N","무료","0","","150","5","0","0","0","0","0","0",""
"1247661","광진광장 공영주차장(구)","광진구 군자동 374-9","NW","노외 주차장","1","시간제 주차장","02-2049-4596","33","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","2023-02-06 16:46:55","N","무료","N","무료","0","","250","5","0","0","0","0","0","0","100000"
"1247675","암사1동(구)","강동구 암사동 59-2","NW","노외 주차장","1","시간제 주차장","02-428-2431","114","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","2019-06-10 09:38:01","N","무료","N","무료","80000","","150","5","150","5","0","0","0","0",""
"1247677","양화진 공영주차장(구)","마포구 합정동 139-21","NW","노외 주차장","1","시간제 주차장","02-300-5052","130","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","2022-01-27 18:25:33","N","무료","N","무료","80000","","200","5","","","0","0","0","0","0"
"1247678","망원1-2 공영주차장(구)","마포구 망원동 403-2","NW","노외 주차장","1","시간제 주차장","02-300-5052","148","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","2022-01-27 17:54:40","N","무료","N","무료","140000","","200","5","0","0","0","0","0","0","0"
"1247680","휘경유수지 공영주차장(구)","동대문구 휘경동 348-0","NW","노외 주차장","1","시간제 주차장","","55","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","2019-06-10 09:37:29","N","무료","N","무료","170000","","500","10","500","10","0","0","0","0","0"
"1247683","덕원주차장(구)","동대문구 장안동 458-8","NW","노외 주차장","1","시간제 주차장","02-6240-0150","77","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","2019-06-10 09:37:30","N","무료","N","무료","110000","","1000","30","300","10","0","0","0","0","15000"
"1247684","청계주차장(구)","동대문구 용두동 129-4","NW","노외 주차장","1","시간제 주차장","02-923-4147","122","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","0000","2019-06-10 09:37:30","N","무료","Y","유료","250000","","1500","30","500","10","0","0","0","0","15000"
"1254863","영등포동제3공영(구)","영등포구 영등포동4가 442-0","NW","노외 주차장","1","시간제 주차장","02-2677-1401","172","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","2020-08-11 16:52:10","N","무료","N","무료","120000","","250","5","250","5","0","0","0","0","0"
"1254864","신길1동공영(구)","영등포구 신길동 120-82","NW","노외 주차장","1","시간제 주차장","02-2650-1454","15","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2022-09-13 15:45:20","Y","유료","Y","유료","65000","","0","0","0","0","0","0","0","0","0"
"1268780","청파동1마을공원공영주차장(구)","용산구 청파동3가 118-102","NW","노외 주차장","1","시간제 주차장","070-8956-2371","105","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","2019-06-10 09:38:20","N","무료","N","무료","98000","","150","5","150","5","0","0","0","0","0"
"1268812","청파동청사(구)","용산구 청파동2가 91-1","NW","노외 주차장","1","시간제 주차장","02-749-5314","32","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","2019-06-10 09:35:46","N","무료","N","무료","98000","","150","5","150","5","0","0","0","0","0"
"1268813","용산전자상가4(구)","용산구 원효로3가 51-5","NW","노외 주차장","1","시간제 주차장","02-707-3163","114","Y","유료","N","야간 미개방","0800","2200","0800","2200","0800","2200","2019-06-10 09:35:46","N","무료","N","무료","130000","","250","5","250","5","0","0","0","0",""
"1268816","후암동주차장(구)","용산구 후암동 65-4","NW","노외 주차장","1","시간제 주차장","02-749-5314","39","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","2019-06-10 09:35:47","N","무료","N","무료","140000","","150","5","150","5","0","0","0","0","0"
"1277144","영등포구청역 공영주차장(시)","영등포구 당산동3가 370-3","NW","노외 주차장","1","시간제 주차장","02-2290-6089","137","Y","유료","N","야간 미개방","0500","0100","0500","0100","0500","0100","2023-04-13 17:40:00","N","무료","N","무료","112000","","260","5","260","5","0","0","0","0","0"
"1277145","잠실역 공영주차장(시)","송파구 신천동 27-0","NW","노외 주차장","1","시간제 주차장","02-2290-6402","357","Y","유료","N","야간 미개방","0500","0100","0500","0100","0500","0100","2022-08-17 15:52:35","N","무료","N","무료","180000","","400","5","400","5","0","0","0","0","0"
"1277146","장안2동 공영주차장(시)","동대문구 장안동 286-9","NW","노외 주차장","1","시간제 주차장","02-2290-6417","80","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","2021-10-06 16:56:59","N","무료","N","무료","70000","","130","5","130","5","0","0","0","0",""
"1277157","해방촌노외 공영주차장(시)","용산구 용산동2가 1-1497","NW","노외 주차장","1","시간제 주차장","","24","Y","유료","N","야간 미개방","0900","2200","0900","2200","0900","2200","2022-07-25 09:33:13","N","무료","N","무료","90000","","130","5","130","5","0","0","0","0","0"
"1277160","당산노외 공영주차장(시)","영등포구 당산동3가 2-1","NW","노외 주차장","1","시간제 주차장","","237","Y","유료","N","야간 미개방","0800","2100","0800","2100","0800","2100","2022-08-17 15:53:56","N","무료","N","무료","140000","","260","5","260","5","0","0","0","0","0"
"1277163","명일동 공영주차장(시)","강동구 명일동 47-9","NW","노외 주차장","1","시간제 주차장","","11","Y","유료","N","야간 미개방","0900","2000","0900","1500","0000","0000","2021-10-07 16:37:38","N","무료","Y","유료","162000","","220","5","220","5","0","0","0","0",""
"1364466","도곡로21길 7 공영주차장(구)","강남구 역삼동 795-25","NW","노외 주차장","1","시간제 주차장","02-2176-0920","75","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","2020-07-07 18:10:18","N","무료","N","무료","280000","","400","5","400","5","0","0","0","0",""
"1364468","탄천제2호 공영주차장(구)","강남구 일원동 4-49","NW","노외 주차장","1","시간제 주차장","02-2176-0931","322","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","2020-07-08 18:29:00","N","무료","N","무료","70000","","100","5","100","5","0","0","0","0",""
"1364472","영희초교 공영주차장(구)","강남구 일원동 617-0","NW","노외 주차장","1","시간제 주차장","02-2176-0934","186","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","2020-07-08 18:27:37","N","무료","N","무료","70000","","100","5","100","5","0","0","0","0",""
"1365707","배봉공영주차장(구)","동대문구 휘경동 286-66","NW","노외 주차장","3","시간제 + 거주자 주차장","02-2247-9664~6","199","Y","유료","N","야간 미개방","0900","1900","0900","1900","0900","1900","2019-06-10 09:35:48","N","무료","N","무료","","","1000","60","0","0","0","0","0","0","10000"
"1366393","하늘공원주차장(구)","구로구 가리봉동 1-11","NW","노외 주차장","1","시간제 주차장","","198","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","2019-06-10 09:38:06","N","무료","N","무료","80000","","150","5","150","5","0","0","0","0","0"
"1366394","개봉1동마을공동주차장(구)","구로구 개봉동 416-2","NW","노외 주차장","1","시간제 주차장","","56","Y","유료","N","야간 미개방","0900","1800","0000","0000","0000","0000","2019-06-10 09:35:56","Y","유료","Y","유료","50000","","50","5","50","5","0","0","0","0","0"
"1366395","개봉1동 노외주차장(구)","구로구 개봉동 134-8","NW","노외 주차장","1","시간제 주차장","","134","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","2020-12-28 13:24:26","N","무료","N","무료","75000","","100","5","100","5","0","0","0","0","0"
"1366487","양재시민의숲(매헌)역 공영주차장(구)","서초구 양재동 237-2","NW","노외 주차장","1","시간제 주차장","080-330-3600","48","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","2021-05-14 17:29:38","N","무료","N","무료","140000","","250","5","250","5","0","0","0","0","0"
"1366504","송정동(건물) 공영주차장(구)","성동구 금호동1가 68-57","NW","노외 주차장","1","시간제 주차장","02-2204-7970","121","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","2022-04-29 13:20:57","N","무료","N","무료","70000","","100","5","100","5","0","0","0","0",""
"1366527","동작대교 공영주차장(시)","용산구 용산동6가 69-11","NW","노외 주차장","1","시간제 주차장","","88","Y","유료","N","야간 미개방","0800","2200","0800","2200","0800","2200","2022-07-25 09:30:45","N","무료","N","무료","70000","","120","5","120","5","0","0","0","0",""
"1366575","망원동 공영주차장(시)","마포구 망원동 478-10","NW","노외 주차장","1","시간제 주차장","02-300-5053","21","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","2021-12-16 10:42:25","N","무료","N","무료","","","150","5","","","0","0","0","0",""
"1366576","개화역 공영주차장(시)","강서구 개화동 664-0","NW","노외 주차장","1","시간제 주차장","02-2290-6312","483","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","2022-08-17 15:43:34","N","무료","N","무료","91000","","170","5","170","5","0","0","0","0","0"
"1366590","신대방역 공영주차장(시)","관악구 신림동 498-0","NW","노외 주차장","1","시간제 주차장","02-2290-6144","60","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","2022-11-08 18:06:37","N","무료","N","무료","140000","","260","5","260","5","0","0","0","0",""
"1366593","구로디지털단지역(상) 공영주차장(시)","관악구 신림동 1677-5","NW","노외 주차장","1","시간제 주차장","","31","Y","유료","N","야간 미개방","0800","2100","0800","2100","0800","2100","2021-10-07 15:32:46","N","무료","N","무료","140000","","260","5","260","5","0","0","0","0","0"
"1366600","학여울 공영주차장(시)","강남구 대치동 514-1","NW","노외 주차장","1","시간제 주차장","02-3405-4074","180","Y","유료","N","야간 미개방","0500","0100","0500","0100","0500","0100","2022-08-17 15:53:35","N","무료","N","무료","140000","","260","5","260","5","0","0","0","0","0"
"1366602","일원터널 공영주차장(시)","강남구 일원동 722-1","NW","노외 주차장","1","시간제 주차장","02-2290-6449","11","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","2021-10-07 13:05:36","N","무료","N","무료","70000","","130","5","130","5","0","0","0","0","0"
"1366624","창동역(서) 공영주차장(시)","도봉구 창동 330-0","NW","노외 주차장","1","시간제 주차장","02-1688-1054","107","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","2022-08-18 09:36:46","N","무료","N","무료","140000","","260","5","260","5","0","0","0","0","0"
"1366789","청암공영주차장(무인)(구)","강북구 미아동 791-1694","NW","노외 주차장","1","시간제 주차장","02-무인","47","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2019-06-10 09:32:13","Y","유료","Y","유료","60000","","0","0","0","0","0","0","0","0","0"
"1366790","은혜공영주차장(무인)(구)","강북구 미아동 791-1049","NW","노외 주차장","1","시간제 주차장","02-무인","20","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2019-06-10 09:35:27","Y","유료","Y","유료","60000","","0","0","0","0","0","0","0","0","0"
"1366791","송천동공영주차장(구)","강북구 미아동 439-138","NW","노외 주차장","1","시간제 주차장","02-944-3039","59","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","2019-06-10 09:35:43","N","무료","N","무료","60000","","150","5","150","5","0","0","0","0","10000"
"1366792","수유일공원공영주차장(구)","강북구 수유동 605-407","NW","노외 주차장","1","시간제 주차장","02-944-3042","91","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","2019-06-10 09:38:18","N","무료","N","무료","100000","","200","5","200","5","0","0","0","0","10000"
"1366793","번2동 공영주차장(무인)(구)","강북구 번동 148-140","NW","노외 주차장","1","시간제 주차장","02)944-3025","20","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2019-06-10 09:32:13","Y","유료","Y","유료","60000","","0","0","0","0","0","0","0","0","0"
"1366794","미아동공영주차장(구)","강북구 미아동 222-100","NW","노외 주차장","1","시간제 주차장","02-944-3048","155","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","2019-06-10 09:35:43","N","무료","N","무료","80000","","150","5","150","5","0","0","0","0","10000"
"1366795","수유동쌈지마당공영주차장(구)","강북구 수유동 612-6","NW","노외 주차장","1","시간제 주차장","","19","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","2019-06-10 09:35:43","N","무료","N","무료","150000","","250","5","250","5","0","0","0","0","15000"
"1366869","당곡중학교공영 (지하주차장)(구)","관악구 봉천동 682-0","NW","노외 주차장","3","시간제 + 거주자 주차장","02-2081-2675","159","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","2019-06-10 09:38:18","N","무료","N","무료","0","","50","5","50","5","0","0","0","0",""
"1366903","석계역 공영주차장(시)","노원구 월계동 50-9","NW","노외 주차장","1","시간제 주차장","02-1688-1054","76","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","2021-10-08 14:58:01","N","무료","N","무료","140000","","260","5","260","5","0","0","0","0",""
"1367120","동구로 공영주차장(시)","구로구 구로동 94-1","NW","노외 주차장","1","시간제 주차장","02-3405-4086","71","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","2022-11-23 18:15:45","N","무료","N","무료","140000","","320","5","320","5","0","0","0","0","0"
"1367218","한마음주차장(구)","양천구 목동 914-5","NW","노외 주차장","1","시간제 주차장","070-7119-2575","553","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","2022-08-01 15:46:05","N","무료","N","무료","70000","","150","5","150","5","0","0","0","0",""
"1367264","적선동 주차장(시)","종로구 적선동 140-0","NW","노외 주차장","1","시간제 주차장","02-2264-4895","30","Y","유료","N","야간 미개방","0900","1900","0900","1900","0900","1900","2023-04-13 17:41:35","N","무료","N","무료","0","","340","5","340","5","0","0","0","0","0"
"1367564","해군본부앞 공영주차장(시)","영등포구 신길동 812-0","NS","노상 주차장","1","시간제 주차장","","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2022-09-07 09:28:18","N","무료","Y","유료","","1156013200124","220","5","220","5","0","0","0","0",""
"1367773","가산동 금천교 공영주차장(시)","금천구 가산동 691-3","NS","노상 주차장","1","시간제 주차장","","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2021-10-07 15:29:15","N","무료","Y","유료","0","1154510100104","200","5","200","5","0","0","0","0","0"
"1367792","당산고가밑 공영주차장(시)","영등포구 당산동5가 9-15","NS","노상 주차장","1","시간제 주차장","","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2021-10-07 15:37:33","N","무료","Y","유료","","1156011500013","260","5","260","5","0","0","0","0",""
"1367804","을지로 공영주차장(시)","중구 을지로3가 282-8","NS","노상 주차장","1","시간제 주차장","02-2274-2009","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2022-09-30 18:33:07","N","무료","Y","유료","","1114015500020","750","5","750","5","0","0","0","0",""
"1368504","연신중학교지하공동주차장(구)","은평구 불광동 400-4","NW","노외 주차장","1","시간제 주차장","","137","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","2019-06-10 09:38:29","N","무료","N","무료","70000","","100","5","100","5","0","0","0","0",""
"1368524","구청앞(구)","강북구 수유동 191-1","NS","노상 주차장","3","시간제 + 거주자 주차장","","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 09:58:59","N","무료","N","무료","100000","1130510300008","250","5","250","5","0","0","0","0","15000"
"1368749","신길5동 공영(구)","영등포구 신길동 400-1","NW","노외 주차장","1","시간제 주차장","02-2677-1401","26","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","2020-08-11 17:27:38","N","무료","N","무료","140000","","150","5","150","5","0","0","0","0","0"
"1368955","남산공원 소월로 관광버스전용 주차장(시)","중구 남대문로5가 450-0","NS","노상 주차장","4","버스전용 주차장","02-2290-6449","1","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2021-10-07 13:19:40","Y","유료","Y","유료","0","1114011800207","0","0","0","0","0","0","0","0","0"
"1369476","탑골공원 관광버스전용 주차장(시)","종로구 종로2가 38-4","NS","노상 주차장","4","버스전용 주차장","02)2290-6449","1","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2021-09-02 11:26:52","Y","유료","Y","유료","0","1111013800003","0","0","0","0","0","0","0","0","0"
"1370001","청계산근린광장(구)","서초구 원지동 355-1","NW","노외 주차장","1","시간제 주차장","02-577-1055","89","Y","유료","N","야간 미개방","0900","1800","0900","1800","0900","1800","2019-06-10 09:37:24","N","무료","N","무료","0","","200","10","200","10","0","0","0","0","6000"
"1370100","강일동공영주차장(구)","강동구 강일동 292-2","NW","노외 주차장","1","시간제 주차장","02-427-6124","85","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","2019-06-10 09:37:25","N","무료","N","무료","80000","","150","5","150","5","0","0","0","0",""
"1370269","이경시장 공영주차장(구)","동대문구 이문동 86-52","NS","노상 주차장","1","시간제 주차장","","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 09:59:17","N","무료","Y","유료","120000","1123011000001","500","10","500","10","0","0","0","0","36000"
"1370637","번동 햇살 주차장(구)","강북구 번동 148-380","NW","노외 주차장","1","시간제 주차장","02-944-3044","187","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","2019-06-10 09:39:04","N","무료","N","무료","60000","","150","5","150","5","0","0","0","0","10000"
"1370857","봉수대공영주차장(구)","중랑구 신내동 12-2","NW","노외 주차장","1","시간제 주차장","02-438-8271","31","Y","유료","N","야간 미개방","0800","1700","0000","0000","0000","0000","2019-06-10 09:38:53","Y","유료","Y","유료","","","150","5","150","5","0","0","0","0","3000"
"1371689","양천사회단체봉사센터(구)","양천구 목동 905-29","NW","노외 주차장","1","시간제 주차장","02-2644-1384","20","Y","유료","N","야간 미개방","0900","1900","0000","0000","0000","0000","2020-09-02 11:52:09","Y","유료","Y","유료","70000","","150","5","150","5","0","0","0","0","9000"
"1371690","목동타운홀(구)","양천구 목동 905-21","NW","노외 주차장","1","시간제 주차장","02-2644-1384","25","Y","유료","N","야간 미개방","0900","1900","0000","0000","0000","0000","2020-09-02 11:51:19","Y","유료","Y","유료","70000","","150","5","150","5","0","0","0","0","9000"
"1372128","마천동 3공영주차장(구)","송파구 마천동 128-4","NW","노외 주차장","1","시간제 주차장","02-430-6790","47","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","2020-11-16 11:27:54","N","무료","N","무료","75000","","100","5","100","5","0","0","0","0",""
"1372154","문정 공영주차장(구)","송파구 문정동 2-5","NW","노외 주차장","1","시간제 주차장","02-407-1500","101","Y","유료","N","야간 미개방","0600","2100","0600","2100","0600","2100","2019-06-10 09:39:16","N","무료","N","무료","50000","","100","5","100","5","0","0","0","0","0"
"1372454","대림노외 공영주차장(시)","구로구 구로동 120-5","NW","노외 주차장","1","시간제 주차장","","93","Y","유료","N","야간 미개방","0900","1900","0900","1900","0900","1900","2023-04-13 17:35:51","N","무료","N","무료","140000","","260","5","260","5","0","0","0","0",""
"1372873","도봉산역 공영주차장(시)","도봉구 도봉동 288-19","NW","노외 주차장","1","시간제 주차장","02)2290-6047 ","358","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","2022-08-18 09:18:07","N","무료","N","무료","91000","","170","5","170","5","0","0","0","0","0"
"1374090","수서역남 공영주차장(시)","강남구 수서동 727-0","NW","노외 주차장","1","시간제 주차장","02-3405-4076","69","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","2022-08-18 09:11:42","N","무료","N","무료","168000","","320","5","320","5","0","0","0","0","0"
"1384005","남부골목 전통시장 고객주차장(구)","강서구 화곡동 797-7","NW","노외 주차장","1","시간제 주차장","02-2646-5656","17","Y","유료","N","야간 미개방","1000","2000","1000","2000","0000","0000","2019-06-10 09:39:07","N","무료","Y","유료","60000","","250","5","250","5","0","0","0","0","0"
"1384007","까치산 전통시장 고객주차장(구)","강서구 화곡동 342-16","NW","노외 주차장","1","시간제 주차장","02-2606-4500","19","Y","유료","N","야간 미개방","1000","2000","1000","2000","0000","0000","2019-06-10 09:38:55","N","무료","Y","유료","60000","","250","5","250","5","0","0","0","0","0"
"1384008","송화골목 전통시장 고객주차장(구)","강서구 내발산동 720-4","NW","노외 주차장","1","시간제 주차장","02-2696-5225","24","Y","유료","N","야간 미개방","1000","2100","1000","2100","0000","0000","2019-06-10 09:39:23","N","무료","Y","유료","60000","","250","5","250","5","0","0","0","0","0"
"1384016","가로공원로 지하 주차장(구)","강서구 화곡동 662-15","NW","노외 주차장","1","시간제 주차장","02-2699-0802","500","Y","유료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2021-02-06 15:11:48","Y","유료","Y","유료","60000","","100","5","100","5","0","0","0","0","5000"
"1384198","동대문 공영주차장(시)","중구 신당동 251-7","NW","노외 주차장","1","시간제 주차장","02)2254-4901 ","1092","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","2022-08-17 15:47:12","N","무료","N","무료","225000","","360","5","360","5","0","0","0","0","0"
"1384627","큰마을길(구)","강북구 미아동 309-14","NS","노상 주차장","3","시간제 + 거주자 주차장","02-944-3025","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 09:59:30","N","무료","N","무료","100000","1130510100004","200","5","200","5","0","0","0","0","10000"
"1384980","교육청길(구)","강북구 미아동 137-19","NS","노상 주차장","3","시간제 + 거주자 주차장","02-944-3025","1","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 09:59:25","N","무료","N","무료","100000","1130510100005","200","5","200","5","0","0","0","0","10000"
"1385457","신문로 공영주차장(시)","종로구 신문로1가 58-36","NW","노외 주차장","1","시간제 주차장","02-720-0964","17","Y","유료","N","야간 미개방","0900","1900","0900","1900","0900","1900","2023-04-13 17:38:18","N","무료","N","무료","","","400","5","400","5","0","0","0","0","0"
"1386536","서울글로벌센터 공영주차장(시)","종로구 서린동 63-0","NW","노외 주차장","1","시간제 주차장","02-720-9862","44","Y","유료","N","야간 미개방","0900","1800","0000","0000","0000","0000","2022-09-26 13:43:53","Y","유료","Y","유료","280000","","700","5","700","5","0","0","0","0","0"
"1397591","용답제2(평면) 공영주차장(구)","성동구 용답동 182-10","NW","노외 주차장","1","시간제 주차장","02-2204-7970","145","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","2022-04-29 13:21:32","N","무료","N","무료","100000","","150","5","150","5","0","0","0","0",""
"1398740","신교공영(구)","종로구 신교동 66-0","NW","노외 주차장","3","시간제 + 거주자 주차장","02-2236-0052","158","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","2019-06-10 09:38:40","N","무료","N","무료","","","150","5","150","5","0","0","0","0","0"
"1404649","오류1동 텃골주차장(구)","구로구 오류동 6-11","NW","노외 주차장","1","시간제 주차장","","84","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","2019-06-10 09:38:50","N","무료","N","무료","65000","","100","5","100","5","0","0","0","0",""
"1404936","천왕역 공영주차장(시)","구로구 오류동 174-10","NW","노외 주차장","1","시간제 주차장","02-2290-6343","328","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","2022-08-17 16:05:25","N","무료","N","무료","91000","","170","5","170","5","0","0","0","0","0"
"1410226","중곡시장주차장(구)","광진구 중곡동 221-6","NW","노외 주차장","1","시간제 주차장","","19","Y","유료","N","야간 미개방","0900","1900","0900","1900","0900","1900","2019-06-10 09:38:56","N","무료","N","무료","0","","250","5","0","0","0","0","0","0","0"
"1412826","매바위 공영주차장(구)","은평구 응암동 747-8","NW","노외 주차장","1","시간제 주차장","","80","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","2021-11-21 13:12:18","N","무료","N","무료","70000","","1200","60","100","5","0","0","0","0",""
"1412893","자양전통시장 공영주차장(구)","광진구 자양동 631-18","NW","노외 주차장","3","시간제 + 거주자 주차장","02-458-1624","24","Y","유료","N","야간 미개방","0900","1900","0900","1900","0900","1900","2019-06-10 09:38:51","N","무료","N","무료","","","250","5","250","5","0","0","0","0",""
"1415512","견인보관소(구)","동대문구 휘경동 361-0","NW","노외 주차장","1","시간제 주차장","02-2247-9666","40","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","2019-06-10 09:38:23","N","무료","N","무료","170000","","500","10","500","10","0","0","0","0","0"
"1415917","구룡 공영주차장(구)","금천구 독산동 964-0","NW","노외 주차장","3","시간제 + 거주자 주차장","02-809-0061~7","22","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2019-06-10 09:39:25","N","무료","N","무료","0","","65","5","65","5","0","0","0","0","0"
"1415929","다목적 공영주차장(구)","금천구 독산동 971-0","NW","노외 주차장","3","시간제 + 거주자 주차장","02-865-7557","46","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2019-06-10 09:38:32","N","무료","N","무료","0","","65","5","65","5","0","0","0","0","0"
"1416322","영등포본동제2공영(구)","영등포구 신길동 186-355","NW","노외 주차장","1","시간제 주차장","02-2677-1401","61","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","2020-08-11 15:19:36","N","무료","N","무료","65000","","50","5","50","5","0","0","0","0","0"
"1417234","면목초교주자창(구)","중랑구 면목동 192-1","NW","노외 주차장","1","시간제 주차장","","82","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","2019-06-10 09:39:12","N","무료","N","무료","50000","","100","5","100","5","0","0","0","0",""
"1418248","방배열린문화센터 공영주차장(구)","서초구 방배동 852-14","NW","노외 주차장","1","시간제 주차장","02-2155-7290","109","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","2020-10-28 14:38:31","N","무료","N","무료","120000","","300","10","300","10","0","0","0","0","0"
